relatedClaimNumberText,officeActionDate,createUserIdentifier,applicantCitedExaminerReferenceIndicator,kindCode,nplIndicator,workGroupNumber,patentApplicationNumber,officeActionCategory,inventorNameText,groupArtUnitNumber,qualitySummaryText,createDateTime,techCenter,citedDocumentIdentifier,countryCode,passageLocationText,obsoleteDocumentIdentifier,id,citationCategoryCode,examinerCitedReferenceIndicator,publicationNumber
"1,3,7,9,13,15",2023-09-12,ETL_SYS,False,A1,False,2130,17743485,CTNF,Vlasov; Aleksei,2137,AOK,2025-01-13 14:32:11,2100,US 20220050629 A1,US,"['c. 102|claim 1|claims 1-18|c. 101|claim 7|claims 5, 11|c. 103|claim 6, 12|claims 6, 12|claims 3, 9|claims 4, 10|claims 1, 7|claims 2, 4-6, 8, 10-12, 14|claims 2, 8|c. 102|claim 7|claims 1-18|c. 101|claim 1|claims 5, 11|c. 103|claim 6, 12|claims 6, 12|claims 3, 9|claims 1, 7|claims 4, 10|claims 2, 4-6, 8, 10-12, 14|claims 2, 8']",LMAO9M2JGREENX5,2ed2a8a6de717d6e08714687e163524e,Y,True,20220050629
"2,4-6,8,10-12,14,16-18",2023-09-12,ETL_SYS,False,A1,False,2130,17743485,CTNF,Benisty; Shay,2137,AOK,2025-01-13 14:32:11,2100,US 20180275872 A1,US,"['c. 102|claim 1|claims 1-18|c. 101|claim 7|claims 5, 11|c. 103|claim 6, 12|claims 6, 12|claims 3, 9|claims 4, 10|claims 1, 7|claims 2, 4-6, 8, 10-12, 14|claims 2, 8|c. 102|claim 7|claims 1-18|c. 101|claim 1|claims 5, 11|c. 103|claim 6, 12|claims 6, 12|claims 3, 9|claims 1, 7|claims 4, 10|claims 2, 4-6, 8, 10-12, 14|claims 2, 8']",LMAO9M2JGREENX5,3735c0db2197c93ab84bce45edc5080f,Y,True,20180275872
"2,9,11,13,17,20",2020-04-29,ETL_SYS,False,,False,2190,13751821,CTFR,,2194,AOK,2025-01-13 14:32:11,2100,,,,K9II83THRXEAPX1,a5746e185a498612fadc65501bea15fe,X,False,
"1,3-8,10,12,14-16,18-19,21-23",2020-04-29,ETL_SYS,False,A1,False,2190,13751821,CTFR,Aleixo Dinis Lopes; Frederico,2194,AOK,2025-01-13 14:32:11,2100,US 20150022619 A1,US,,K9II83THRXEAPX1,8f679f515e2c941e4d0660c18cf9500a,X,True,20150022619
"1,3-8,10,12,14-16,18-19,21-23",2020-04-29,ETL_SYS,False,,False,2190,13751821,CTFR,,2194,AOK,2025-01-13 14:32:11,2100,,,,K9II83THRXEAPX1,2166f056a81b1e8488a7decf78dffd66,X,True,
"1-2,4-6,8-12,14-19,21-23",2022-06-16,ETL_SYS,False,A1,False,2160,17515536,CTFR,MANN; Roy,2161,AOK,2025-01-13 14:32:11,2100,US 20210342785 A1,US,,L4EBLOSVXBLUEX2,4fb49ad734de9d4c539d74279b007952,X,True,20210342785
1-27,2023-08-14,ETL_SYS,False,A1,False,2160,17840397,CTNF,MAGUIRE; MATTHEW,2162,AOK,2025-01-13 14:32:11,2100,US 20160140668 A1,US,['c. 103|claims 1-27|c. 103|section 710|line 4|fig. 16|claim 2|claims 1-29|fig. 20|claim 1|claims 28-29|fig. 17|claim 3|claims 1-27|fig. 7|claim 9|claims 2-29|claim 7|claims 17 and 20|claim 6|claim 4|claim 5|claim 8|c. 103|section 710|line 4|fig. 17|claim 2|claims 1-29|fig. 16|claim 1|claims 28-29|fig. 20|claim 3|claims 1-27|fig. 7|claim 9|claims 2-29|claim 7|claims 17 and 20|claim 6|claim 4|claim 5|claim 8'],LL5607SWGREENX1,a26ce2596dbd1921f682574ce3f13426,Y,True,20160140668
"5,12,18",2024-12-17,ETL_SYS,False,A1,False,2150,18117228,CTNF,Omari; Sammy,2151,AOK,2025-01-13 14:32:11,2100,US 20190213895 A1,US,"['paragraph 72|section 151|figure 5|fig. 3|f 9:00am|claim 7|claims 3, 4, 6, 10|section 122|f.3d|claim 1|claims 14|paragraph: 5|section 102|claim 20|claims 3 and 10|claim 9|claims 2, 9|claim 6|claims 1, 8|claim 3|claims 8|claim 4|claims 1|claim 5|claims 5, 12|claim 2|claims 4 and 11|claim. 35|claim. 9|claim 8']",M4N1T627WFYGX59,538b6a1ca87d8aa715683d5e3276eb11,X,True,20190213895
"23-32,35-36",2020-09-04,ETL_SYS,False,A1,False,2120,15207367,CTFR,Halambi; Soorgoli Ashok,2122,AOK,2025-01-13 14:32:11,2100,US 20070169059 A1,US,"['paragraph 2|page 2|column 1|c. 103|section 102|sections 4 and 5)|lines 14-16|figures 5-7|claim 30|claims 23-31, 35|paragraph 1|page 1|column 2|c2|lines 20-21|claim 35|claims 23|paragraph 4|page 3|c. 112|lines 3 and 4|claim 23|paragraph 3)|page 5|claim 24|paragraph 3|page 4|claim 27|claim 36|claim 29|claim 32|claim 26|claim 28|claim 25|claim 31']",KELU0HLKRXEAPX3,4286a28be2fe8a1229a8bb847ad299cc,X,True,20070169059
"23-24,36",2020-09-04,ETL_SYS,False,,False,2120,15207367,CTFR,,2122,AOK,2025-01-13 14:32:11,2100,,,"['paragraph 2|page 2|column 1|c. 103|section 102|sections 4 and 5)|lines 14-16|figures 5-7|claim 30|claims 23-31, 35|paragraph 1|page 1|column 2|c2|lines 20-21|claim 35|claims 23|paragraph 4|page 3|c. 112|lines 3 and 4|claim 23|paragraph 3)|page 5|claim 24|paragraph 3|page 4|claim 27|claim 36|claim 29|claim 32|claim 26|claim 28|claim 25|claim 31']",KELU0HLKRXEAPX3,2494378ab695c4fa2b30a88b4733730d,X,False,
16,2022-01-25,ETL_SYS,False,A1,False,2190,16956993,CTFR,Aberle; Reid J.,2193,AOK,2025-01-13 14:32:11,2100,US 20180373259 A1,US,"['p. 3, [0036]|pages 7-9|c. 102|section 102|line 2|claim 15|claims 1, 13 and 15|p. 5, [0051])|c. 103|claim 16|claims 1, 3-13 and 15|claim 6|claims 3-12 and 16|claim 3|claim 10|claim 1|claim 8|claim 5|claim 9|claim 2|claim 4|claim 7']",KYOSV0V7LDFLYX7,38115f3479c574ec28e4e6668990bfb9,Y,True,20180373259
7,2022-11-09,ETL_SYS,False,A1,False,2170,17356787,CTNF,Kim; Youngkun,2173,AOK,2025-01-13 14:32:11,2100,US 20080195934 A1,US,['c. 102|claim 2|claims 1-7|c. 112|claim 1|claims 1|c. 103|claim 4|claim 6|claim 3|claim 7|claim 5|c. 102|claim 2|claims 1-7|c. 112|claim 1|claims 1|c. 103|claim 4|claim 6|claim 7|claim 3|claim 5|c. 102|claim 2|claims 1-7|c. 103|claim 1|claims 1|c. 112|claim 4|claim 6|claim 7|claim 3|claim 5'],LA70ZZ2LXBLUEX2,5c1ac1c14a5a5e94b3aa1eb299cbdec4,Y,True,20080195934
"1-3,6-16",2022-03-07,ETL_SYS,False,,False,2120,16325259,CTFR,,2124,AOK,2025-01-13 14:32:11,2100,,,"['c. 103|fig. 3|claim 1|claims 8|fig. 10a)|claim 9|claims 1-8|fig. 1|claim 2|claims 4 and 5|claim 6|claims 9-16|claim 4|claims 1-3, 6-16|claim 8|claims 1-3, 7-16|claim 7|claim 3|c. 103|fig. 3|claim 8|claims 8|fig. 10a)|claim 1|claims 1-8|fig. 1|claim 6|claims 4 and 5|claim 4|claims 9-16|claim 9|claims 1-3, 6-16|claim 2|claims 1-3, 7-16|claim 7|claim 3']",L0B7CH3FDFLYX10,0e7a4a392cb8fdf13da159afb36340e0,X,False,
"1-3,7-16",2022-03-07,ETL_SYS,False,A1,False,2120,16325259,CTFR,Young; Reginald Clifford,2124,AOK,2025-01-13 14:32:11,2100,US 20160342890 A1,US,"['c. 103|fig. 3|claim 1|claims 8|fig. 10a)|claim 9|claims 1-8|fig. 1|claim 2|claims 4 and 5|claim 6|claims 9-16|claim 4|claims 1-3, 6-16|claim 8|claims 1-3, 7-16|claim 7|claim 3|c. 103|fig. 3|claim 8|claims 8|fig. 10a)|claim 1|claims 1-8|fig. 1|claim 6|claims 4 and 5|claim 4|claims 9-16|claim 9|claims 1-3, 6-16|claim 2|claims 1-3, 7-16|claim 7|claim 3']",L0B7CH3FDFLYX10,87c78c6e0eccd87ffce7a5d240b44e2c,Y,True,20160342890
"1-5,8-12,15-19",2023-08-18,ETL_SYS,False,A1,False,2110,17008694,CTNF,Avadhanam; Niranjan,2117,AOK,2025-01-13 14:32:11,2100,US 20220012988 A1,US,"['c. 103|fig. 4 and [0211]|claim 12|claims 1, 8|claim 5|claims 1-20|claim 15|claim 1|claim 6|claim 2|claim 3|claim 4|claim 8|claim 7|claim 9']",LLDONL32XBLUEX3,2295b46586f53fb1372b259f9bd4a030,Y,True,20220012988
"6-7,13-14,20",2023-08-18,ETL_SYS,False,,False,2110,17008694,CTNF,,2117,AOK,2025-01-13 14:32:11,2100,,,"['c. 103|fig. 4 and [0211]|claim 12|claims 1, 8|claim 5|claims 1-20|claim 15|claim 1|claim 6|claim 2|claim 3|claim 4|claim 8|claim 7|claim 9']",LLDONL32XBLUEX3,46457b7d33e4c99f5fb2de0614696fca,X,False,
"1-5,8-12,15-19",2023-08-18,ETL_SYS,False,A1,False,2110,17008694,CTNF,Tran; Bao,2117,AOK,2025-01-13 14:32:11,2100,US 20210212606 A1,US,"['c. 103|fig. 4 and [0211]|claim 12|claims 1, 8|claim 5|claims 1-20|claim 15|claim 1|claim 6|claim 2|claim 3|claim 4|claim 8|claim 7|claim 9']",LLDONL32XBLUEX3,8d589030b45cd222222366b9c491832d,Y,True,20210212606
"5-6,12-13,19-20",2023-12-07,ETL_SYS,False,A1,False,2140,17173685,CTNF,Soliman; Mohamed,2146,AOK,2025-01-13 14:32:11,2100,US 20180066194 A1,US,,LPSR0EHYGREENX4,f469ff9ce3f47befcc041f4746871d1a,Y,True,20180066194
"2,9,16",2023-12-07,ETL_SYS,False,A1,False,2140,17173685,CTNF,Soliman; Mohamed,2146,AOK,2025-01-13 14:32:11,2100,US 20180066194 A1,US,,LPSR0EHYGREENX4,bc855b83113c629e62f5d8b9da78d596,Y,True,20180066194
"7,14",2021-04-27,ETL_SYS,False,A1,False,2130,16560016,CTNF,SEO; DONG-YOUNG,2138,AOK,2025-01-13 14:32:11,2100,US 20180121344 A1,US,['c. 102|l2p|fig. 6|figs. 22|table ([0073]|claim 20|claims 1-10|fig. 1)|table ([0122]-[0124]|claim 1|claims 4|fig. 1|table 233|claim 5|fig. 4|table 234|claim 9|fig. 5)|table 281|fig. 28|fig. 3b'],KNUB43HWDFLYX11,c04a3d1fe207a34276062cc1b8dfd70a,X,True,20180121344
1,2024-08-27,ETL_SYS,False,A1,False,2140,17389414,CTNF,Schirmer; Juergen,2143,AOK,2025-01-13 14:32:11,2100,US 20210232208 A1,US,"['c. 112|section 102|f 8:30-5|claim 4|claims 2-3, 6-10 and 15-24|c. 103|f.2d|claim 1|claims 1-24|c. 119|claim 5|claims 1, 4-5 and 11-14|c. 102 and 103']",M06X1BJQWFYGX51,bacb6cad3fdfb1c4f52733ee92527df2,Y,True,20210232208
1-24,2024-08-27,ETL_SYS,False,,False,2140,17389414,CTNF,,2143,AOK,2025-01-13 14:32:11,2100,,,"['c. 112|section 102|f 8:30-5|claim 4|claims 2-3, 6-10 and 15-24|c. 103|f.2d|claim 1|claims 1-24|c. 119|claim 5|claims 1, 4-5 and 11-14|c. 102 and 103']",M06X1BJQWFYGX51,5667a1bb8f0455a8092825a1e5dab710,X,False,
"1,4-5,11-14",2024-08-27,ETL_SYS,False,A1,False,2140,17389414,CTNF,Timm; Fabian,2143,AOK,2025-01-13 14:32:11,2100,US 20220277200 A1,US,"['c. 112|section 102|f 8:30-5|claim 4|claims 2-3, 6-10 and 15-24|c. 103|f.2d|claim 1|claims 1-24|c. 119|claim 5|claims 1, 4-5 and 11-14|c. 102 and 103']",M06X1BJQWFYGX51,6cc8683e6b71828f0cfb51092567fae6,Y,True,20220277200
"1,6-7,12-13,18",2020-05-05,ETL_SYS,False,B2,False,2110,16322991,CTNF,Chester; Daniel L.,2117,AOK,2025-01-13 14:32:11,2100,US 7451003 B2,US,"['para. 32]|col. 4|c. 101|line 13|lines 15-22]|claim 10|claims 1-18|para. 9-10]|col. 7|c. 112|lines 54-65]|claim 9|claims 13-18|col. 1|c. 103|lines 54-61]|claim 8|claims 3, 9|claim 7|claims 1, 6-7, 12-13|claim 13|claims 2, 8|claim 1|claims 14-18|claim 6|claims 4-5, 10-11|claim 4|claim 3|claim 2|claim 5|para. 32]|col. 4|c. 101|line 13|lines 15-22]|claim 10|claims 1-18|para. 9-10]|col. 7|c. 112|lines 54-65]|claim 9|claims 13-18|col. 1|c. 103|lines 54-61]|claim 8|claims 3, 9|claim 7|claims 2, 8|claim 13|claims 1, 6-7, 12-13|claim 1|claims 14-18|claim 6|claims 4-5, 10-11|claim 4|claim 3|claim 2|claim 5|para. 32]|col. 4|c. 101|line 13|lines 15-22]|claim 8|claims 1-18|para. 9-10]|col. 7|c. 112|lines 54-65]|claim 7|claims 13-18|col. 1|c. 103|lines 54-61]|claim 10|claims 3, 9|claim 9|claims 2, 8|claim 13|claims 1, 6-7, 12-13|claim 1|claims 14-18|claim 6|claims 4-5, 10-11|claim 4|claim 3|claim 2|claim 5']",K9OGH9S3RXEAPX1,440e58eaa43418626542d56a9bc9654e,Y,True,7451003
"1,6-7,12-13,18",2020-05-05,ETL_SYS,False,A1,False,2110,16322991,CTNF,Macharia; Maina A.,2117,AOK,2025-01-13 14:32:11,2100,US 20080109100 A1,US,"['para. 32]|col. 4|c. 101|line 13|lines 15-22]|claim 10|claims 1-18|para. 9-10]|col. 7|c. 112|lines 54-65]|claim 9|claims 13-18|col. 1|c. 103|lines 54-61]|claim 8|claims 3, 9|claim 7|claims 1, 6-7, 12-13|claim 13|claims 2, 8|claim 1|claims 14-18|claim 6|claims 4-5, 10-11|claim 4|claim 3|claim 2|claim 5|para. 32]|col. 4|c. 101|line 13|lines 15-22]|claim 10|claims 1-18|para. 9-10]|col. 7|c. 112|lines 54-65]|claim 9|claims 13-18|col. 1|c. 103|lines 54-61]|claim 8|claims 3, 9|claim 7|claims 2, 8|claim 13|claims 1, 6-7, 12-13|claim 1|claims 14-18|claim 6|claims 4-5, 10-11|claim 4|claim 3|claim 2|claim 5|para. 32]|col. 4|c. 101|line 13|lines 15-22]|claim 8|claims 1-18|para. 9-10]|col. 7|c. 112|lines 54-65]|claim 7|claims 13-18|col. 1|c. 103|lines 54-61]|claim 10|claims 3, 9|claim 9|claims 2, 8|claim 13|claims 1, 6-7, 12-13|claim 1|claims 14-18|claim 6|claims 4-5, 10-11|claim 4|claim 3|claim 2|claim 5']",K9OGH9S3RXEAPX1,ff377151418825d5259b519306dbf68b,Y,True,20080109100
"1,3,6-8,10-13,21-22",2024-07-10,ETL_SYS,False,A1,False,2120,16717017,CTFR,Bhatia; Sanjay,2122,AOK,2025-01-13 14:32:11,2100,US 20150170382 A1,US,"['pg. 105|c. 102 and 103|section 102|figure 19-5|fig. 6|figs. 8a|claim 17|claims 17 and 18|pg. 16|c. 103|fig. 1|claim 7|claims 6 and 12|pg. 15|c. 112|fig. 4|claim 1|claims 1-4, 6-10|pg. 70-71, 8|c. 101|fig. 5|claim 9|claims 1, 8|pg. 240, 3rd|claim 2|claims 2, 4, 9, 14-16|pg. 17-18|claim 8|claims 1, 3, 6-8, 10-13|pg. 107, 2|claim 4|claims 1, 2|pg. 237|claim 3|claims 2-4, 6-7, 9-10, 12-13|pg. 18|claim 6|pg. 238|pg. 106, 2']",LYD9RZ1BXBLUEX2,a908067fff8844dc2eed6ad85fd29331,X,True,20150170382
"1-4,6-10,12-22",2024-07-10,ETL_SYS,False,,False,2120,16717017,CTFR,,2122,AOK,2025-01-13 14:32:11,2100,,,"['pg. 105|c. 102 and 103|section 102|figure 19-5|fig. 6|figs. 8a|claim 17|claims 17 and 18|pg. 16|c. 103|fig. 1|claim 7|claims 6 and 12|pg. 15|c. 112|fig. 4|claim 1|claims 1-4, 6-10|pg. 70-71, 8|c. 101|fig. 5|claim 9|claims 1, 8|pg. 240, 3rd|claim 2|claims 2, 4, 9, 14-16|pg. 17-18|claim 8|claims 1, 3, 6-8, 10-13|pg. 107, 2|claim 4|claims 1, 2|pg. 237|claim 3|claims 2-4, 6-7, 9-10, 12-13|pg. 18|claim 6|pg. 238|pg. 106, 2']",LYD9RZ1BXBLUEX2,3091eb410e09f580427d951881272b16,X,False,
"1-3,5-11",2020-01-13,ETL_SYS,False,A1,False,2170,15118617,CTFR,Haddick; John D.,2179,AOK,2025-01-13 14:32:11,2100,US 20120242698 A1,US,"['page 13|pgs.11-12|c. 103|section 102|fig. 7|f.2d|claim 1|claims 1, 6 and 8|f.3d|claim 6|claims 2, 3, 5 and 7-12|claim 9|claims 1-3 and 5-11|claim 8|claims 1-3 and 5-12|claim 5|claims 1 and 6|claim 7|claim 2|claim 3|claim 4']",K5751KPDRXEAPX5,f921927241dad31a93ef3f4b97911abd,Y,True,20120242698
"1-3,5-12",2020-01-13,ETL_SYS,False,,False,2170,15118617,CTFR,,2179,AOK,2025-01-13 14:32:11,2100,,,"['page 13|pgs.11-12|c. 103|section 102|fig. 7|f.2d|claim 1|claims 1, 6 and 8|f.3d|claim 6|claims 2, 3, 5 and 7-12|claim 9|claims 1-3 and 5-11|claim 8|claims 1-3 and 5-12|claim 5|claims 1 and 6|claim 7|claim 2|claim 3|claim 4']",K5751KPDRXEAPX5,95b77c6ca0953ea001586eff0be129b7,X,False,
19,2021-08-26,ETL_SYS,False,A1,False,2180,16823695,CTNF,Loewenstein; Paul N.,2182,AOK,2025-01-13 14:32:11,2100,US 20140075163 A1,US,"['para [0209]|c. 103|line 7)|fig.10|claim12)|claims 2-10, 11, 12,15,16,17|para [0216]|c. 102a|fig.7|claim 3)|para [0196])|claim 13|para [0010]|claim 17)|para [0049])|claim 18|para [0049]|claim 14|claim 15)|claim 2)|claim 1|claim 20|claim 9']",KSQ3T2YNDFLYX11,db297d532e2e2a0a1e4a8cde0929c655,Y,True,20140075163
13,2021-08-26,ETL_SYS,False,A1,False,2180,16823695,CTNF,"Thimmannagari, Chandra M.R.",2182,AOK,2025-01-13 14:32:11,2100,US 20040193844 A1,US,"['para [0209]|c. 103|line 7)|fig.10|claim12)|claims 2-10, 11, 12,15,16,17|para [0216]|c. 102a|fig.7|claim 3)|para [0196])|claim 13|para [0010]|claim 17)|para [0049])|claim 18|para [0049]|claim 14|claim 15)|claim 2)|claim 1|claim 20|claim 9']",KSQ3T2YNDFLYX11,e11acadc5b7b43ae993891c8adfc4d0c,Y,True,20040193844
"2-12,15-17",2021-08-26,ETL_SYS,False,,False,2180,16823695,CTNF,,2182,AOK,2025-01-13 14:32:11,2100,,,"['para [0209]|c. 103|line 7)|fig.10|claim12)|claims 2-10, 11, 12,15,16,17|para [0216]|c. 102a|fig.7|claim 3)|para [0196])|claim 13|para [0010]|claim 17)|para [0049])|claim 18|para [0049]|claim 14|claim 15)|claim 2)|claim 1|claim 20|claim 9']",KSQ3T2YNDFLYX11,312b1d098a17407d1888eb297033c30f,X,False,
13,2021-08-26,ETL_SYS,False,A1,False,2180,16823695,CTNF,Jacobi; Christian,2182,AOK,2025-01-13 14:32:11,2100,US 20130117546 A1,US,"['para [0209]|c. 103|line 7)|fig.10|claim12)|claims 2-10, 11, 12,15,16,17|para [0216]|c. 102a|fig.7|claim 3)|para [0196])|claim 13|para [0010]|claim 17)|para [0049])|claim 18|para [0049]|claim 14|claim 15)|claim 2)|claim 1|claim 20|claim 9']",KSQ3T2YNDFLYX11,a6bdb1f0ce088488ca9b5900fcdd1fb5,Y,True,20130117546
"1,14,18,20",2021-08-26,ETL_SYS,False,A1,False,2180,16823695,CTNF,Jacobi; Christian,2182,AOK,2025-01-13 14:32:11,2100,US 20130117546 A1,US,"['para [0209]|c. 103|line 7)|fig.10|claim12)|claims 2-10, 11, 12,15,16,17|para [0216]|c. 102a|fig.7|claim 3)|para [0196])|claim 13|para [0010]|claim 17)|para [0049])|claim 18|para [0049]|claim 14|claim 15)|claim 2)|claim 1|claim 20|claim 9']",KSQ3T2YNDFLYX11,ba70789634b67b0429e661403ffd6f7b,X,True,20130117546
13,2021-08-26,ETL_SYS,False,A1,False,2180,16823695,CTNF,Kaplan; David,2182,AOK,2025-01-13 14:32:11,2100,US 20120124325 A1,US,"['para [0209]|c. 103|line 7)|fig.10|claim12)|claims 2-10, 11, 12,15,16,17|para [0216]|c. 102a|fig.7|claim 3)|para [0196])|claim 13|para [0010]|claim 17)|para [0049])|claim 18|para [0049]|claim 14|claim 15)|claim 2)|claim 1|claim 20|claim 9']",KSQ3T2YNDFLYX11,68b6621cea294078171005bcb4618f64,Y,True,20120124325
28-32,2022-11-03,ETL_SYS,False,A1,False,2150,16829697,CTFR,"Becker, Steven",2159,AOK,2025-01-13 14:32:11,2100,US 20020019749 A1,US,"['paragraph [0003]|paragraphs [0041]-[0042]|page 5)|col 63|c. 102|lines 33-43|figure 2|claim 20|claims 28-32|paragraph [0182]|paragraphs [0050], [0080]|c. 101|figure 7|claim 30|claims 16 and 17|paragraph [0080] and [0109]|paragraphs [0041], [0070] and [0083]|c. 103|figure 9|claim 24|claims 16-32|paragraph [0079]|paragraphs [0041], [0083] and [0097]|claim 22|claims 1-15|paragraph [0080]|paragraphs [0048], [0109], [0144]|claim 28|claims 18-20|paragraph [0144]|claim 18|claims 16, 17|paragraph [0107]|claim 17|paragraph [0041]|claim 16|claim 23|claim 21|claim 27|claim 29|claim 31|claim 32|claim 25|claim 26|claim 19|claim 6']",L9Y5BQXJXBLUEX3,bfbaf303c335420078d7cc897e24ce81,Y,True,20020019749
16-32,2022-11-03,ETL_SYS,False,,False,2150,16829697,CTFR,,2159,AOK,2025-01-13 14:32:11,2100,,,"['paragraph [0003]|paragraphs [0041]-[0042]|page 5)|col 63|c. 102|lines 33-43|figure 2|claim 20|claims 28-32|paragraph [0182]|paragraphs [0050], [0080]|c. 101|figure 7|claim 30|claims 16 and 17|paragraph [0080] and [0109]|paragraphs [0041], [0070] and [0083]|c. 103|figure 9|claim 24|claims 16-32|paragraph [0079]|paragraphs [0041], [0083] and [0097]|claim 22|claims 1-15|paragraph [0080]|paragraphs [0048], [0109], [0144]|claim 28|claims 18-20|paragraph [0144]|claim 18|claims 16, 17|paragraph [0107]|claim 17|paragraph [0041]|claim 16|claim 23|claim 21|claim 27|claim 29|claim 31|claim 32|claim 25|claim 26|claim 19|claim 6']",L9Y5BQXJXBLUEX3,77eb8c5e8bdecc1151f5ec9f491b1393,X,False,
2-22,2022-11-03,ETL_SYS,False,A1,False,2130,17065082,CTNF,"Blandy, Geoffrey Owen",2136,AOK,2025-01-13 14:32:11,2100,US 20040078381 A1,US,,L9YE73AQXBLUEX1,12fd046cb2c8929ec42854c0063334ff,Y,True,20040078381
"5,12,15,19-20",2020-02-21,ETL_SYS,False,,False,2120,15493263,CTNF,,2121,AOK,2025-01-13 14:32:11,2100,,,"['c. 103|claims 5, 12, 15 and 19-20|claims 1-3, 6-11, 13-14 and 16-18']",K6TOX4OTRXEAPX1,2de85e9f96ebeb5edf1499f19f3b35c9,X,True,
1,2024-11-06,ETL_SYS,False,B1,False,2110,18460046,CTNF,MacLaren; John M.,2111,AOK,2025-01-13 14:32:11,2100,US 10303543 B1,US,"['paragraph 0024|c. 103|section 102|figure 15|claim 6|claims 19 and 20|c. 112|figure 14, 16)|claim 4)|claims 1|c. 102|figure 1|claim 10|claims 7|c. 119|claim 20|claim 19|claim 3|claim 13|claim 18|claim 5|claim 4|claim 22|claim 15|claim 14|claim 1|claim 2']",M33LTS4DWFYBX92,6bcc6ca6ff3b93a7713e85259e1c724a,X,True,10303543
1,2024-11-06,ETL_SYS,False,,False,2110,18460046,CTNF,,2111,AOK,2025-01-13 14:32:11,2100,,,"['paragraph 0024|c. 103|section 102|figure 15|claim 6|claims 19 and 20|c. 112|figure 14, 16)|claim 4)|claims 1|c. 102|figure 1|claim 10|claims 7|c. 119|claim 20|claim 19|claim 3|claim 13|claim 18|claim 5|claim 4|claim 22|claim 15|claim 14|claim 1|claim 2']",M33LTS4DWFYBX92,e84123fcc69d512d4cdbca7f6efe7b76,X,True,
1-20,2021-09-30,ETL_SYS,False,B1,False,2160,16984411,CTNF,Munro; Timothy Peter,2169,AOK,2025-01-13 14:32:11,2100,US 9141665 B1,US,"['paragraph [0005])|column 5|c. 101|line 62|lines 26-64|f.3d|claim 20|claims 1-20|paragraph [0022])|column 14|c. 103|line 4|lines 25-54|f.2d|claim 9|claims 6 and 19|paragraph [0037])|column 15|lines 35-39|claim 12|claims 1, 2, 3, 4, 5, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18 and 20|paragraph [0563])|column 2|lines 1-20|claim 2|paragraph [0027])|column 3|lines 47-67|claim 4|column 4|claim 1|column 1|claim 3|claim 6|claim 8|claim 7|claim 5']",KU43NDHILDFLYX4,60f1e8257ce492994467cc727b10a5cc,X,True,9141665
"1-2,8-9,15-16",2024-06-06,ETL_SYS,False,,True,2120,17212747,CTNF,,2121,#6: NPL was used in the rejection,2025-01-13 14:32:11,2100,,,"['page 2])|col. 9|c. 112|section 102|lines 3-15]|fig. 1|claim 1|claims [15-18 and 20-21]|page 3|col.20|c. 103|section 4|lines 55-60])|fig. 5b|claim 2|claims 1, 2, 8, 9, 15 and 16|col. 6|lines 55-60]|claim 8|claims 3, 6-7, 10, 13-14, 17 and 20-21|col. 5|lines 45-50]|claim 9|claims 4, 11|col. 4|lines30-35]|claim 3|claims 5, 12|lines 35-45])|claim 6|claim 7|claim 4|claim 5']",LX0HK5K5XBLUEX5,45e4046fde635c038a32924cb0dc4407,Y,True,
18,2024-06-06,ETL_SYS,False,,True,2120,17212747,CTNF,,2121,#6: NPL was used in the rejection,2025-01-13 14:32:11,2100,,,"['page 2])|col. 9|c. 112|section 102|lines 3-15]|fig. 1|claim 1|claims [15-18 and 20-21]|page 3|col.20|c. 103|section 4|lines 55-60])|fig. 5b|claim 2|claims 1, 2, 8, 9, 15 and 16|col. 6|lines 55-60]|claim 8|claims 3, 6-7, 10, 13-14, 17 and 20-21|col. 5|lines 45-50]|claim 9|claims 4, 11|col. 4|lines30-35]|claim 3|claims 5, 12|lines 35-45])|claim 6|claim 7|claim 4|claim 5']",LX0HK5K5XBLUEX5,ff4c64b412ae6beac71de2c9df8caceb,X,True,
1,2024-06-06,ETL_SYS,False,,True,2120,17212747,CTNF,,2121,#6: NPL was used in the rejection,2025-01-13 14:32:11,2100,,,"['page 2])|col. 9|c. 112|section 102|lines 3-15]|fig. 1|claim 1|claims [15-18 and 20-21]|page 3|col.20|c. 103|section 4|lines 55-60])|fig. 5b|claim 2|claims 1, 2, 8, 9, 15 and 16|col. 6|lines 55-60]|claim 8|claims 3, 6-7, 10, 13-14, 17 and 20-21|col. 5|lines 45-50]|claim 9|claims 4, 11|col. 4|lines30-35]|claim 3|claims 5, 12|lines 35-45])|claim 6|claim 7|claim 4|claim 5']",LX0HK5K5XBLUEX5,e9ab32b33d5f8a48db64c3549b68ef66,X,True,
1,2024-06-06,ETL_SYS,False,A1,True,2120,17212747,CTNF,YOON; Young Cheul,2121,#6: NPL was used in the rejection,2025-01-13 14:32:11,2100,US 20160042271 A1,US,"['page 2])|col. 9|c. 112|section 102|lines 3-15]|fig. 1|claim 1|claims [15-18 and 20-21]|page 3|col.20|c. 103|section 4|lines 55-60])|fig. 5b|claim 2|claims 1, 2, 8, 9, 15 and 16|col. 6|lines 55-60]|claim 8|claims 3, 6-7, 10, 13-14, 17 and 20-21|col. 5|lines 45-50]|claim 9|claims 4, 11|col. 4|lines30-35]|claim 3|claims 5, 12|lines 35-45])|claim 6|claim 7|claim 4|claim 5']",LX0HK5K5XBLUEX5,022d468fb2233098cbd56aaa84ad9c4c,X,True,20160042271
